Asset,-------(1)-------,-------(3)-------,Sub-number,Depreciation key,Plant,Capitalized On,Ord.dep.start date,Cost Center,Description,Life,Location,  Cum.acq.value,Spec.depreciation,Vendor,     Accum.dep.,Quantity,WBS Element, Start book.val,Base Unit of Measure,-------(4)-------,Currency,-------(2)-------,Write-ups,  Trans.acq.val,    Trns.AccDep,       PlndDep,   End book val
340005541,,,0,TH02,,09/30/2021,07/29/2021,10050515,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005542,,,0,TH02,,09/30/2021,07/29/2021,10050642,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005543,,,0,TH02,,09/30/2021,07/29/2021,10050610,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005544,,,0,TH02,,09/30/2021,07/29/2021,10050594,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005545,,,0,TH02,,09/30/2021,07/29/2021,10050629,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005546,,,0,TH02,,09/30/2021,07/29/2021,10050634,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005547,,,0,TH02,,09/30/2021,07/29/2021,10050653,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005548,,,0,TH02,,09/30/2021,07/29/2021,10050644,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005549,,,0,TH02,,09/30/2021,07/29/2021,10050598,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005550,,,0,TH02,,09/30/2021,07/29/2021,10050635,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005551,,,0,TH02,,09/30/2021,07/29/2021,10050628,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005552,,,0,TH02,,09/30/2021,07/29/2021,10050643,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005553,,,0,TH02,,09/30/2021,07/29/2021,10050649,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005554,,,0,TH02,,09/30/2021,07/29/2021,10050639,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005555,,,0,TH02,,09/30/2021,07/29/2021,10050631,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005556,,,0,TH02,,09/30/2021,07/29/2021,10050674,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005557,,,0,TH02,,09/30/2021,07/29/2021,10050633,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005558,,,0,TH02,,09/30/2021,07/29/2021,10050646,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005559,,,0,TH02,,09/30/2021,07/29/2021,10050650,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005560,,,0,TH02,,09/30/2021,07/29/2021,10050652,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-579.27,0,,"3,486.73",EA,,THB,,0,0,0,"-1,013.72","2,473.01"
340005561,,,0,TH02,,08/25/2021,08/25/2021,10020058,G00020-เครื่องพิมพ์บัตร-Zebra-ZC300,003/000,,"36,915.00",,,"-4,348.89",0,,"32,566.11",EA,,THB,,0,0,0,"-9,203.47","23,362.64"
340005562,,,0,TH02,,08/25/2021,08/25/2021,10050640,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-479.01,0,,"3,586.99",EA,,THB,,0,0,0,"-1,013.72","2,573.27"
340005563,,,0,TH02,,08/25/2021,08/25/2021,10050654,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-479.01,0,,"3,586.99",EA,,THB,,0,0,0,"-1,013.72","2,573.27"
340005564,,,0,TH02,,08/25/2021,08/25/2021,10050651,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-479.01,0,,"3,586.99",EA,,THB,,0,0,0,"-1,013.72","2,573.27"
340005565,,,0,TH02,,08/25/2021,08/25/2021,10050675,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-479.01,0,,"3,586.99",EA,,THB,,0,0,0,"-1,013.72","2,573.27"
340005566,,,0,TH02,,08/25/2021,08/25/2021,10050655,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-479.01,0,,"3,586.99",EA,,THB,,0,0,0,"-1,013.72","2,573.27"
340005567,,,0,TH02,,08/25/2021,08/25/2021,10050677,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-479.01,0,,"3,586.99",EA,,THB,,0,0,0,"-1,013.72","2,573.27"
340005568,,,0,TH02,,08/25/2021,08/25/2021,10050636,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-479.01,0,,"3,586.99",EA,,THB,,0,0,0,"-1,013.72","2,573.27"
340005569,,,0,TH02,,08/25/2021,08/25/2021,10050630,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-479.01,0,,"3,586.99",EA,,THB,,0,0,0,"-1,013.72","2,573.27"
340005570,,,0,TH02,,08/25/2021,08/25/2021,10050638,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-479.01,0,,"3,586.99",EA,,THB,,0,0,0,"-1,013.72","2,573.27"
340005571,,,0,TH02,,08/26/2021,08/26/2021,10050685,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"3,930.00",,,-459.4,0,,"3,470.60",EA,,THB,,0,0,0,-979.81,"2,490.79"
340005572,,,0,TH02,,08/26/2021,08/26/2021,10050684,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"3,930.00",,,-459.4,0,,"3,470.60",EA,,THB,,0,0,0,-979.81,"2,490.79"
340005573,,,0,TH02,,08/26/2021,08/26/2021,10050687,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"3,930.00",,,-459.4,0,,"3,470.60",EA,,THB,,0,0,0,-979.81,"2,490.79"
340005574,,,0,TH02,,08/26/2021,08/26/2021,10050638,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"3,930.00",,,-459.4,0,,"3,470.60",EA,,THB,,0,0,0,-979.81,"2,490.79"
340005575,,,0,TH02,,08/26/2021,08/26/2021,10050630,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"3,930.00",,,-459.4,0,,"3,470.60",EA,,THB,,0,0,0,-979.81,"2,490.79"
340005576,,,0,TH02,,08/26/2021,08/26/2021,10050688,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"3,930.00",,,-459.4,0,,"3,470.60",EA,,THB,,0,0,0,-979.81,"2,490.79"
340005577,,,0,TH02,,08/26/2021,08/26/2021,10050691,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"3,930.00",,,-459.4,0,,"3,470.60",EA,,THB,,0,0,0,-979.81,"2,490.79"
340005578,,,0,TH02,,08/26/2021,08/26/2021,10050689,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"3,930.00",,,-459.4,0,,"3,470.60",EA,,THB,,0,0,0,-979.81,"2,490.79"
340005579,,,0,TH02,,08/26/2021,08/26/2021,10050679,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"3,930.03",,,-459.4,0,,"3,470.63",EA,,THB,,0,0,0,-979.82,"2,490.81"
340005580,,,0,TH02,,09/02/2021,09/02/2021,10050130,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-537.98,0,,"4,330.52",EA,,THB,,0,0,0,"-1,213.79","3,116.73"
340005581,,,0,TH02,,09/02/2021,09/02/2021,10050693,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-537.98,0,,"4,330.52",EA,,THB,,0,0,0,"-1,213.79","3,116.73"
340005582,,,0,TH02,,09/02/2021,09/02/2021,10050213,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-537.98,0,,"4,330.52",EA,,THB,,0,0,0,"-1,213.79","3,116.73"
340005583,,,0,TH02,,09/02/2021,09/02/2021,10050213,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-537.98,0,,"4,330.52",EA,,THB,,0,0,0,"-1,213.79","3,116.73"
340005584,,,0,TH02,,09/02/2021,09/02/2021,10050130,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-537.98,0,,"4,330.52",EA,,THB,,0,0,0,"-1,213.79","3,116.73"
340005585,,,0,TH02,,09/02/2021,09/02/2021,10050054,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-537.98,0,,"4,330.52",EA,,THB,,0,0,0,"-1,213.79","3,116.73"
340005586,,,0,TH02,,09/02/2021,09/02/2021,10050153,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-537.98,0,,"4,330.52",EA,,THB,,0,0,0,"-1,213.79","3,116.73"
340005587,,,0,TH02,,09/02/2021,09/02/2021,10020053,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-537.98,0,,"4,330.52",EA,,THB,,0,0,0,"-1,213.79","3,116.73"
340005588,,,0,TH02,,09/02/2021,09/02/2021,10050064,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-537.98,0,,"4,330.52",EA,,THB,,0,0,0,"-1,213.79","3,116.73"
340005589,,,0,TH02,,09/02/2021,09/02/2021,10050088,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-537.98,0,,"4,330.52",EA,,THB,,0,0,0,"-1,213.79","3,116.73"
340005590,,,0,TH02,,09/02/2021,02/25/2022,10050699,G00013-เครื่องปริ้นเตอร์-EPSON-M3170,003/000,,0,,,0,0,,0,EA,,THB,,0,"5,885.00",0,"-1,171.63","4,713.37"
340005591,,,0,TH02,,09/02/2021,02/25/2022,10050705,G00013-เครื่องปริ้นเตอร์-EPSON-M3170,003/000,,0,,,0,0,,0,EA,,THB,,0,"5,885.00",0,"-1,171.63","4,713.37"
340005592,,,0,TH02,,09/02/2021,02/25/2022,10050719,G00013-เครื่องปริ้นเตอร์-EPSON-M3170,003/000,,0,,,0,0,,0,EA,,THB,,0,"5,885.00",0,"-1,171.63","4,713.37"
340005593,,,0,TH02,,09/02/2021,02/25/2022,10050705,G00013-เครื่องปริ้นเตอร์-EPSON-M3170,003/000,,0,,,0,0,,0,EA,,THB,,0,"5,885.00",0,"-1,171.63","4,713.37"
340005594,,,0,TH02,,09/02/2021,09/02/2021,10050733,G00013-เครื่องปริ้นเตอร์-EPSON-M3170,003/000,,0,,,0,0,,0,EA,,THB,,0,"5,885.00",0,"-1,134.00","4,751.00"
340005595,,,0,TH02,,09/02/2021,03/04/2022,10050696,G00013-เครื่องปริ้นเตอร์-EPSON-M3170,003/000,,0,,,0,0,,0,EA,,THB,,0,"5,885.00",0,"-1,134.00","4,751.00"
340005596,,,0,TH02,,09/02/2021,03/04/2022,10050696,G00013-เครื่องปริ้นเตอร์-EPSON-M3170,003/000,,0,,,0,0,,0,EA,,THB,,0,"5,885.00",0,"-1,134.00","4,751.00"
340005597,,,0,TH02,,09/02/2021,09/16/2021,10050656,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-397.32,0,,"3,668.68",EA,,THB,,0,0,0,"-1,013.72","2,654.96"
340005598,,,0,TH02,,09/02/2021,09/16/2021,10050632,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-397.32,0,,"3,668.68",EA,,THB,,0,0,0,"-1,013.72","2,654.96"
340005599,,,0,TH02,,09/02/2021,09/16/2021,10050647,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,-397.32,0,,"3,668.68",EA,,THB,,0,0,0,"-1,013.72","2,654.96"
340005600,,,0,TH02,,09/17/2021,09/17/2021,10050677,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"4,417.11",,,-427.59,0,,"3,989.52",EA,,THB,,0,0,0,"-1,101.25","2,888.27"
340005601,,,0,TH02,,09/17/2021,09/17/2021,10050667,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"4,417.11",,,-427.59,0,,"3,989.52",EA,,THB,,0,0,0,"-1,101.25","2,888.27"
340005602,,,0,TH02,,09/17/2021,09/17/2021,10050668,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"4,417.11",,,-427.59,0,,"3,989.52",EA,,THB,,0,0,0,"-1,101.25","2,888.27"
340005603,,,0,TH02,,09/17/2021,09/17/2021,10050672,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"4,417.11",,,-427.59,0,,"3,989.52",EA,,THB,,0,0,0,"-1,101.25","2,888.27"
340005604,,,0,TH02,,09/17/2021,09/17/2021,10050682,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"4,417.11",,,-427.59,0,,"3,989.52",EA,,THB,,0,0,0,"-1,101.25","2,888.27"
340005605,,,0,TH02,,09/17/2021,09/17/2021,10050673,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"4,417.11",,,-427.59,0,,"3,989.52",EA,,THB,,0,0,0,"-1,101.25","2,888.27"
340005606,,,0,TH02,,09/17/2021,09/17/2021,10050676,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"4,417.11",,,-427.59,0,,"3,989.52",EA,,THB,,0,0,0,"-1,101.25","2,888.27"
340005607,,,0,TH02,,09/17/2021,09/17/2021,10050670,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"4,417.11",,,-427.59,0,,"3,989.52",EA,,THB,,0,0,0,"-1,101.25","2,888.27"
340005608,,,0,TH02,,09/17/2021,09/17/2021,10050680,E00005-โทรศัพท์-Xiaomi-Redmi 9T (4/64GB),003/000,,"4,417.12",,,-427.59,0,,"3,989.53",EA,,THB,,0,0,0,"-1,101.25","2,888.28"
340005609,,,0,TH02,,09/21/2021,09/21/2021,10050665,G00013-เครื่องปริ้นเตอร์-EPSON-M3170,003/000,,"5,885.00",,,-548.19,0,,"5,336.81",EA,,THB,,0,0,0,"-1,467.22","3,869.59"
340005610,,,0,TH02,,09/21/2021,09/21/2021,10050661,G00013-เครื่องปริ้นเตอร์-EPSON-M3170,003/000,,"5,885.00",,,-548.19,0,,"5,336.81",EA,,THB,,0,0,0,"-1,467.22","3,869.59"
340005611,,,0,TH02,,09/21/2021,09/21/2021,10050678,G00013-เครื่องปริ้นเตอร์-EPSON-M3170,003/000,,"5,885.00",,,-548.19,0,,"5,336.81",EA,,THB,,0,0,0,"-1,467.22","3,869.59"
340005612,,,0,TH02,,09/21/2021,09/21/2021,10050666,G00013-เครื่องปริ้นเตอร์-EPSON-M3170,003/000,,"5,885.00",,,-548.19,0,,"5,336.81",EA,,THB,,0,0,0,"-1,467.22","3,869.59"
340005613,,,0,TH02,,10/12/2021,10/12/2021,10050631,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-360.14,0,,"4,508.36",EA,,THB,,0,0,0,"-1,213.79","3,294.57"
340005614,,,0,TH02,,10/12/2021,10/12/2021,10050631,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-117.14,0,,"1,466.46",EA,,THB,,0,0,0,-394.82,"1,071.64"
340005615,,,0,TH02,,10/08/2021,10/08/2021,10050640,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-377.92,0,,"4,490.58",EA,,THB,,0,0,0,"-1,213.79","3,276.79"
340005616,,,0,TH02,,10/08/2021,10/08/2021,10050640,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-122.93,0,,"1,460.67",EA,,THB,,0,0,0,-394.82,"1,065.85"
340005617,,,0,TH02,,10/22/2021,10/22/2021,10050630,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-315.67,0,,"4,552.83",EA,,THB,,0,0,0,"-1,213.79","3,339.04"
340005618,,,0,TH02,,10/22/2021,10/22/2021,10050630,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-102.68,0,,"1,480.92",EA,,THB,,0,0,0,-394.82,"1,086.10"
340005619,,,0,TH02,,10/26/2021,10/26/2021,10050638,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.52",,,-297.89,0,,"4,570.63",EA,,THB,,0,0,0,"-1,213.80","3,356.83"
340005620,,,0,TH02,,10/26/2021,10/26/2021,10050638,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-96.9,0,,"1,486.70",EA,,THB,,0,0,0,-394.82,"1,091.88"
340005621,,,0,TH02,,10/15/2021,10/15/2021,10050636,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-346.8,0,,"4,521.70",EA,,THB,,0,0,0,"-1,213.79","3,307.91"
340005622,,,0,TH02,,10/15/2021,10/15/2021,10050636,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-112.8,0,,"1,470.80",EA,,THB,,0,0,0,-394.82,"1,075.98"
340005623,,,0,TH02,,10/26/2021,10/26/2021,10050632,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.52",,,-297.89,0,,"4,570.63",EA,,THB,,0,0,0,"-1,213.80","3,356.83"
340005624,,,0,TH02,,10/29/2021,10/29/2021,10050632,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-92.56,0,,"1,491.04",EA,,THB,,0,0,0,-394.82,"1,096.22"
340005625,,,0,TH02,,10/26/2021,10/26/2021,10050647,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.44",,,-297.89,0,,"4,570.55",EA,,THB,,0,0,0,"-1,213.78","3,356.77"
340005626,,,0,TH02,,11/04/2021,11/04/2021,10050647,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-83.88,0,,"1,499.72",EA,,THB,,0,0,0,-394.82,"1,104.90"
340005627,,,0,TH02,,10/26/2021,10/26/2021,10050651,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.49",,,-297.89,0,,"4,570.60",EA,,THB,,0,0,0,"-1,213.79","3,356.81"
340005628,,,0,TH02,,11/02/2021,11/02/2021,10050651,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.61",,,-86.77,0,,"1,496.84",EA,,THB,,0,0,0,-394.82,"1,102.02"
340005629,,,0,TH02,,09/27/2021,09/27/2021,10050744,J00015-โปรเจคเตอร์-Acer-X1227i,003/000,,"11,942.00",,,"-1,046.97",0,,"10,895.03",EA,,THB,,0,0,0,"-2,977.32","7,917.71"
340005630,,,0,TH02,,09/27/2021,09/27/2021,10020053,J00015-โปรเจคเตอร์-Acer-X1227i,003/000,,"11,942.00",,,"-1,046.97",0,,"10,895.03",EA,,THB,,0,0,0,"-2,977.32","7,917.71"
340005631,,,0,TH02,,09/27/2021,09/27/2021,10020001,J00015-โปรเจคเตอร์-Acer-X1227i,003/000,,"11,908.75",,,"-1,044.05",0,,"10,864.70",EA,,THB,,0,0,0,"-2,969.03","7,895.67"
340005632,,,0,TH02,,09/27/2021,09/27/2021,10020001,J00015-โปรเจคเตอร์-Acer-X1227i,003/000,,"11,908.75",,,"-1,044.05",0,,"10,864.70",EA,,THB,,0,0,0,"-2,969.03","7,895.67"
340005633,,,0,TH02,,09/27/2021,09/27/2021,10020001,J00015-โปรเจคเตอร์-Acer-X1227i,003/000,,"11,908.75",,,"-1,044.05",0,,"10,864.70",EA,,THB,,0,0,0,"-2,969.03","7,895.67"
340005634,,,0,TH02,,09/27/2021,09/27/2021,10020001,J00015-โปรเจคเตอร์-Acer-X1227i,003/000,,"11,908.75",,,"-1,044.05",0,,"10,864.70",EA,,THB,,0,0,0,"-2,969.03","7,895.67"
340005635,,,0,TH02,,09/27/2021,09/27/2021,10020001,J00015-โปรเจคเตอร์-Acer-X1227i,003/000,,"11,908.75",,,"-1,044.05",0,,"10,864.70",EA,,THB,,0,0,0,"-2,969.03","7,895.67"
340005636,,,0,TH02,,09/27/2021,09/27/2021,10020001,J00015-โปรเจคเตอร์-Acer-X1227i,003/000,,"11,908.75",,,"-1,044.05",0,,"10,864.70",EA,,THB,,0,0,0,"-2,969.03","7,895.67"
340005637,,,0,TH02,,09/27/2021,09/27/2021,10020001,J00015-โปรเจคเตอร์-Acer-X1227i,003/000,,"11,908.75",,,"-1,044.05",0,,"10,864.70",EA,,THB,,0,0,0,"-2,969.03","7,895.67"
340005638,,,0,TH02,,09/27/2021,09/27/2021,10020001,J00015-โปรเจคเตอร์-Acer-X1227i,003/000,,"11,908.75",,,"-1,044.05",0,,"10,864.70",EA,,THB,,0,0,0,"-2,969.03","7,895.67"
340005639,,,0,TH02,,10/28/2021,10/28/2021,10050655,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-94,0,,"1,489.60",EA,,THB,,0,0,0,-394.82,"1,094.78"
340005640,,,0,TH02,,10/26/2021,10/26/2021,10050655,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.49",,,-297.89,0,,"4,570.60",EA,,THB,,0,0,0,"-1,213.79","3,356.81"
340005641,,,0,TH02,,11/02/2021,11/02/2021,10050654,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.61",,,-86.77,0,,"1,496.84",EA,,THB,,0,0,0,-394.82,"1,102.02"
340005642,,,0,TH02,,10/26/2021,10/26/2021,10050654,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.52",,,-297.89,0,,"4,570.63",EA,,THB,,0,0,0,"-1,213.80","3,356.83"
340005643,,,0,TH02,,09/30/2021,09/27/2021,10050653,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-138.84,0,,"1,444.76",EA,,THB,,0,0,0,-394.82,"1,049.94"
340005644,,,0,TH02,,09/27/2021,09/08/2021,10050646,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-166.31,0,,"1,417.29",EA,,THB,,0,0,0,-394.82,"1,022.47"
340005645,,,0,TH02,,09/27/2021,09/27/2021,10050652,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-138.84,0,,"1,444.76",EA,,THB,,0,0,0,-394.82,"1,049.94"
340005646,,,0,TH02,,09/27/2021,09/27/2021,10050633,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-138.84,0,,"1,444.76",EA,,THB,,0,0,0,-394.82,"1,049.94"
340005647,,,0,TH02,,09/25/2021,09/25/2021,10050650,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-141.73,0,,"1,441.87",EA,,THB,,0,0,0,-394.82,"1,047.05"
340005648,,,0,TH02,,09/25/2021,09/25/2021,10050649,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-141.73,0,,"1,441.87",EA,,THB,,0,0,0,-394.82,"1,047.05"
340005649,,,0,TH02,,09/27/2021,09/27/2021,10050629,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-138.84,0,,"1,444.76",EA,,THB,,0,0,0,-394.82,"1,049.94"
340005650,,,0,TH02,,09/25/2021,09/25/2021,10050649,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-435.72,1,,"4,432.78",EA,,THB,,0,0,0,"-1,213.79","3,218.99"
340005651,,,0,TH02,,09/25/2021,09/25/2021,10050650,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-435.72,1,,"4,432.78",EA,,THB,,0,0,0,"-1,213.79","3,218.99"
340005652,,,0,TH02,,09/27/2021,09/27/2021,10050629,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-426.83,1,,"4,441.67",EA,,THB,,0,0,0,"-1,213.79","3,227.88"
340005653,,,0,TH02,,09/27/2021,09/27/2021,10050646,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-426.83,1,,"4,441.67",EA,,THB,,0,0,0,"-1,213.79","3,227.88"
340005654,,,0,TH02,,09/27/2021,09/27/2021,10050633,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-426.83,1,,"4,441.67",EA,,THB,,0,0,0,"-1,213.79","3,227.88"
